plantID,ht cm,datetime,observer,num_leaves,leaf_num_first_ear,num_tillers,plant_anatomy
15R4007:0013710,136,08/27/2015 0:00:00,toni,,,,
15R4007:0013711,146,08/27/2015 0:00:00,toni,,,,
15R4398:0013901,31,08/27/2015 0:00:00,toni,,,,
15R4398:0013902,69,08/27/2015 0:00:00,toni,,,,
15R4398:0013903,133,08/27/2015 0:00:00,toni,,,,
15R4398:0013904,82,08/27/2015 0:00:00,toni,,,,
15R4398:0013905,54,08/27/2015 0:00:00,toni,,,,
15R4398:0013906,77,08/27/2015 0:00:00,toni,,,,
15R4398:0013907,62,08/27/2015 0:00:00,toni,,,,
15R4398:0013908,34,08/27/2015 0:00:00,toni,,,,
15R4398:0013909,154,08/27/2015 0:00:00,toni,,,,
15R4398:0013910,151,08/27/2015 0:00:00,toni,,,,
15R4398:0013911,127,08/27/2015 0:00:00,toni,,,,
15R4290:0014101,149,08/27/2015 0:00:00,toni,,,,
15R4290:0014102,49,08/27/2015 0:00:00,toni,,,,
15R4290:0014103,55,08/27/2015 0:00:00,toni,,,,
15R1129:0015401,66,08/27/2015 0:00:00,toni,,,,
15R1129:0015402,214,08/27/2015 0:00:00,toni,,,,
15R1129:0015403,38,08/27/2015 0:00:00,toni,,,,
15R1129:0015404,224,08/27/2015 0:00:00,toni,,,,
15R1129:0015405,25,08/27/2015 0:00:00,toni,,,,
15R1129:0015406,221,08/27/2015 0:00:00,toni,,,,
15R1129:0015407,26,08/27/2015 0:00:00,toni,,,,
15R1129:0015408,69,08/27/2015 0:00:00,toni,,,,
15R1129:0015409,214,08/27/2015 0:00:00,toni,,,,
15R1129:0015410,228,08/27/2015 0:00:00,toni,,,,
15R4403:0015501,149,08/27/2015 0:00:00,toni,,,,
15R4403:0015502,161,08/27/2015 0:00:00,toni,,,,
15R4403:0015503,173,08/27/2015 0:00:00,toni,,,,
15R4403:0015504,20,08/27/2015 0:00:00,toni,,,,
15R4403:0015505,183,08/27/2015 0:00:00,toni,,,,
15R4403:0015506,163,08/27/2015 0:00:00,toni,,,,
15R4403:0015507,34,08/27/2015 0:00:00,toni,,,,
15R4404:0015601,22,08/27/2015 0:00:00,toni,,,,
15R4404:0015602,32,08/27/2015 0:00:00,toni,,,,
15R4404:0015603,179,08/27/2015 0:00:00,toni,,,,
15R4404:0015604,197,08/27/2015 0:00:00,toni,,,,
15R4404:0015605,163,08/27/2015 0:00:00,toni,,,,
15R4404:0015606,174,08/27/2015 0:00:00,toni,,,,
15R4404:0015607,198,08/27/2015 0:00:00,toni,,,,
15R4404:0015608,45,08/27/2015 0:00:00,toni,,,,
15R3297:0015701,162,08/27/2015 0:00:00,toni,,,,
15R3297:0015702,208,08/27/2015 0:00:00,toni,,,,
15R3297:0015703,33,08/27/2015 0:00:00,toni,,,,
15R4043:0015802,188,08/27/2015 0:00:00,toni,,,,
15R4043:0015803,165,08/27/2015 0:00:00,toni,,,,
15R4043:0015804,191,08/27/2015 0:00:00,toni,,,,
15R4043:0015805,178,08/27/2015 0:00:00,toni,,,,
15R4043:0015806,180,08/27/2015 0:00:00,toni,,,,
15R2930:0015901,193,08/27/2015 0:00:00,toni,,,,
15R2930:0015902,227,08/27/2015 0:00:00,toni,,,,
15R2930:0015903,166,08/27/2015 0:00:00,toni,,,,
15R2930:0015904,167,08/27/2015 0:00:00,toni,,,,
15R2930:0015905,165,08/27/2015 0:00:00,toni,,,,
15R2930:0015906,214,08/27/2015 0:00:00,toni,,,,
15R2930:0015907,164,08/27/2015 0:00:00,toni,,,,
15R4044:0016001,216,08/27/2015 0:00:00,toni,,,,
15R4044:0016002,228,08/27/2015 0:00:00,toni,,,,
15R4044:0016003,140,08/27/2015 0:00:00,toni,,,,
15R4044:0016004,139,08/27/2015 0:00:00,toni,,,,
15R4044:0016005,152,08/27/2015 0:00:00,toni,,,,
15R4044:0016006,228,08/27/2015 0:00:00,toni,,,,
15R4044:0016007,177,08/27/2015 0:00:00,toni,,,,
15R4044:0016008,146,08/27/2015 0:00:00,toni,,,,
