ma plantID,pa plantID,ok,fuzzy_cl,num_cl,fungus,polltn_note,datetime,observer,harvest
16R4486:0006202,16R4486:0006202,1,we,,,,09/23/2016 12:00:00,avi,
16R4486:0006203,16R4486:0006203,1,we,,,,09/23/2016 12:00:00,avi,
16R4486:0006204,16R4486:0006204,1,we,,,,09/23/2016 12:00:00,avi,
16R4487:0006306,16R4487:0006306,1,we,,,,09/23/2016 12:00:00,avi,
16R4487:0006308,16R4487:0006308,1,we,,,,09/23/2016 12:00:00,avi,
16R4487:0006309,16R4487:0006309,1,we,,,,09/23/2016 12:00:00,avi,
16R4488:0006401,16R4488:0006401,1,we,,,dip,09/23/2016 12:00:00,avi,
16R4488:0006403,16R4488:0006403,1,we,,,dip,09/23/2016 12:00:00,avi,
16R4488:0006404,16R4488:0006404,1,we,,,dip,09/23/2016 12:00:00,avi,
16R4488:0006409,16R4488:0006409,1,we,,,,09/23/2016 12:00:00,avi,
16R4488:0006414,16R4488:0006414,1,we,,,bag off 26.7; dip,09/23/2016 12:00:00,avi,
16R4489:0006503,16R4489:0006503,1,we,,,,09/23/2016 12:00:00,avi,
16R4489:0006504,16R4489:0006504,1,we,,,,09/23/2016 12:00:00,avi,
16R4489:0006509,16R4489:0006509,1,we,,,,09/23/2016 12:00:00,avi,
16R4228:0006808,16R4228:0006811,1,he,,,,09/23/2016 12:00:00,avi,
16R4086:0007609,16R4086:0007609,1,qe,,1,,09/23/2016 12:00:00,avi,
16R4086:0007611,16R4086:0007610,1,qe,,1,,09/23/2016 12:00:00,avi,
16R4491:0008009,16R4491:0008006,0,fuzzy_cl,1,,,09/23/2016 12:00:00,avi,
16R6870:0014701,16R6870:0014701,1,qe,,,,09/23/2016 12:00:00,avi,
16R6880:0014804,16R6880:0014804,1,ee,,,lp,09/23/2016 12:00:00,avi,
16R6880:0014805,16R6880:0014805,1,qe,,,lp,09/23/2016 12:00:00,avi,
16R6880:0014805,16R6880:0014805,1,qe,,,lp,09/23/2016 12:00:00,avi,
16R6890:0014903,16R6890:0014903,1,he,,,,09/23/2016 12:00:00,avi,
16R6890:0014910,16R6890:0014910,1,qe,,,lp,09/23/2016 12:00:00,avi,
16R6890:0014913,16R6890:0014913,1,ee,,,lp,09/23/2016 12:00:00,avi,
16R6910:0015107,16R6910:0015107,1,qe,,1,lp,09/23/2016 12:00:00,avi,
16R6910:0015109,16R6910:0015109,1,ee,,1,,09/23/2016 12:00:00,avi,
16R6930:0015303,16R6930:0015303,1,qe,,1,,09/23/2016 12:00:00,avi,
16R6930:0015304,16R6930:0015304,1,qe,,1,lp,09/23/2016 12:00:00,avi,
16R6930:0015306,16R6930:0015306,1,qe,,1,,09/23/2016 12:00:00,avi,
16R6930:0015309,16R6930:0015309,1,qe,,1,oe,09/23/2016 12:00:00,avi,
16R6980:0015804,16R6980:0015804,1,qe,,1,,09/23/2016 12:00:00,avi,
16R6980:0015811,16R6980:0015811,1,he,,1,,09/23/2016 12:00:00,avi,
16R6990:0015908,16R6990:0015908,1,he,,,,09/23/2016 12:00:00,avi,
16R6990:0015909,16R6990:0015909,1,qe,,1,,09/23/2016 12:00:00,avi,
16R7020:0016201,16R7020:0016201,1,ee,,,oe,09/23/2016 12:00:00,avi,
16R205:S0000602,16R4007:0011605,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0000603,16R6910:0015106,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0000604,16R4011:0011703,1,tqe,,,we; pe; dip; bent stem,09/23/2016 12:00:00,toni,
16R205:S0000605,16R4007:0011605,1,he,,,bent stem,09/23/2016 12:00:00,toni,
16R205:S0000606,16R6870:0014701,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0000607,16R4507:0010908,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0000608,16R4445:0009809,1,he,,1,,09/23/2016 12:00:00,toni,
16R205:S0000609,16R4445:0009809,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0000610,16R4519:0012802,1,ee,,1,dip,09/23/2016 12:00:00,toni,
16R205:S0000611,16R4007:0011605,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0000612,16R4445:0009809,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0000613,16R4513:0011501,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001102,16R4507:0010903,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001103,16R6970:0015710,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001105,16R4507:0010905,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001107,16R4479:0005506,1,qe,,1,,09/23/2016 12:00:00,toni,
16R205:S0001111,16R6980:0015802,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001112,16R4478:0005404,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001113,16R6980:0015801,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001115,16R4478:0005404,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001201,16R4390:0010609,1,qe,,1,mis; dip,09/23/2016 12:00:00,toni,
16R205:S0001202,16R4390:0010609,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001204,16R4391:0010711,1,he,,,mis; dip,09/23/2016 12:00:00,toni,
16R205:S0001206,16R4391:0010710,1,ee,,,,09/23/2016 12:00:00,toni,
16R205:S0001209,16R4391:0010711,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001210,16R4391:0010710,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001211,16R4507:0010901,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001212,16R4479:0005503,1,ee,,,,09/23/2016 12:00:00,toni,
16R205:S0001213,16R4390:0010609,1,ee,,1,,09/23/2016 12:00:00,toni,
16R205:S0001301,16R4390:0010611,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0001302,16R4390:0010611,1,ee,,,,09/23/2016 12:00:00,avi,
16R205:S0001303,16R4537:0014611,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0001304,16R4513:0011503,1,ee,,,,09/23/2016 12:00:00,toni,
16R205:S0001305,16R4537:0014608,1,qe,,1,,09/23/2016 12:00:00,toni,
16R205:S0001306,16R6970:0015711,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001307,16R4537:0014607,1,he,,,,09/23/2016 12:00:00,toni,
16R205:S0001308,16R4513:0011503,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001309,16R4472:0004811,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001310,16R4534:0014307,1,qe,,1,,09/23/2016 12:00:00,toni,
16R205:S0001311,16R4472:0004811,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001312,16R4478:0005401,1,qe,,,,09/23/2016 12:00:00,toni,
16R205:S0001314,16R4478:0005401,1,ee,,1,,09/23/2016 12:00:00,toni,
16R205:S0002602,16R6970:0015711,1,tqe,,,,09/23/2016 12:00:00,avi,
16R205:S0002603,16R6970:0015711,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002604,16R6870:0014708,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002606,16R6870:0014708,1,ee,,1,,09/23/2016 12:00:00,avi,
16R205:S0002607,16R6930:0015303,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002608,16R6930:0015303,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002609,16R4445:0009808,1,he,,1,oe,09/23/2016 12:00:00,avi,
16R205:S0002612,16R6930:0015304,1,qe,,,,09/23/2016 12:00:00,avi,
16R205:S0002615,16R4507:0010908,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002616,16R4445:0009807,1,tqe,,,oe,09/23/2016 12:00:00,avi,
16R205:S0002618,16R4507:0010905,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002619,16R4507:0010908,1,tqe,,1,,09/23/2016 12:00:00,avi,
16R205:S0002701,16R6910:0015106,1,qe,,,,09/23/2016 12:00:00,avi,
16R205:S0002709,16R4390:0010605,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002710,16R4507:0010905,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002711,16R4507:0010903,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002714,16R6930:0015309,1,he,,,,09/23/2016 12:00:00,avi,
16R205:S0002715,16R4519:0012802,1,qe,,,,09/23/2016 12:00:00,avi,
16R205:S0002716,16R4519:0012802,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0000701,16R4499:0009607,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0000702,16R4481:0005706,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0000703,16R6870:0014701,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0000710,16R4481:0005706,1,qe,,,injured ear leaf,09/23/2016 12:00:00,avi,
16R305:W0000711,16R6910:0015106,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0000714,16R4475:0005105,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001401,16R4467:0004309,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001404,16R4498:0009503,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001405,16R4467:0004307,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001406,16R4498:0009505,1,we,,,,09/23/2016 12:00:00,avi,
16R305:W0001408,16R4470:0004603,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001411,16R4393:0009910,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001412,16R4393:0009908,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001414,16R4393:0009904,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001415,16R4523:0013207,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001416,16R4523:0013207,1,we,,,,09/23/2016 12:00:00,avi,
16R305:W0001502,16R4514:0011806,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001503,16R4467:0004315,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001504,16R4477:0005305,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001505,16R4523:0013207,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001506,16R4473:0004904,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001507,16R4514:0011806,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001509,16R4473:0004904,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0001510,16R4468:0004403,1,xe,,,,09/23/2016 12:00:00,avi,
16R305:W0001511,16R4473:0004903,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001515,16R4475:0005105,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0001607,16R3607:0010403,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001609,16R3607:0010402,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0001610,16R4279:0010511,1,he,,1,,09/23/2016 12:00:00,avi,
16R305:W0001611,16R4477:0005310,1,qe,,1,,09/23/2016 12:00:00,avi,
16R305:W0001612,16R4477:0005303,1,we,,,,09/23/2016 12:00:00,avi,
16R305:W0001616,16R4514:0011809,1,he,,1,,09/23/2016 12:00:00,avi,
16R305:W0001617,16R4514:0011809,1,he,,1,,09/23/2016 12:00:00,avi,
16R305:W0001618,16R4477:0005311,1,tqe,,1,,09/23/2016 12:00:00,avi,
16R305:W0002801,16R4499:0009605,1,he,,1,,09/23/2016 12:00:00,avi,
16R305:W0002803,16R4498:0009514,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0002804,16R4498:0009503,1,he,,1,,09/23/2016 12:00:00,avi,
16R305:W0002805,16R4498:0009505,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0002806,16R4470:0004602,1,xe,,,,09/23/2016 12:00:00,avi,
16R305:W0002808,16R4470:0004602,1,xe,,1,,09/23/2016 12:00:00,avi,
16R305:W0002809,16R4520:0012911,1,ee,,1,,09/23/2016 12:00:00,avi,
16R305:W0002813,16R4473:0004912,1,qe,,1,,09/23/2016 12:00:00,avi,
16R305:W0002814,16R4473:0004912,0,fuzzy_cl,15,1,,09/23/2016 12:00:00,avi,
16R305:W0002902,16R4499:0009605,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0002906,16R4499:0009614,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0002910,16R4481:0005709,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0002911,16R4499:0009614,1,we,,1,,09/23/2016 12:00:00,avi,
16R305:W0002914,16R4279:0010511,1,xe,,1,,09/23/2016 12:00:00,avi,
16R305:W0002915,16R4279:0010511,1,qe,,1,,09/23/2016 12:00:00,avi,
16R305:W0002916,16R4481:0005709,1,xe,,1,,09/23/2016 12:00:00,avi,
16R305:W0003001,16R4499:0009607,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003002,16R4499:0009607,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0003003,16R4499:0009607,1,ee,,,,09/23/2016 12:00:00,avi,
16R305:W0003004,16R4520:0012909,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003005,16R4520:0012909,1,qe,,,,09/23/2016 12:00:00,avi,
16R305:W0003006,16R4520:0012908,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003008,16R4520:0012908,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003010,16R4526:0013502,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003011,16R4526:0013504,1,we,,1,discarded,09/23/2016 12:00:00,avi,
16R305:W0003012,16R4526:0013504,1,we,,,,09/23/2016 12:00:00,avi,
16R305:W0003014,16R4528:0013706,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003015,16R4528:0013706,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003016,16R4528:0013704,1,tqe,,,,09/23/2016 12:00:00,avi,
16R305:W0003017,16R4528:0013704,1,he,,,,09/23/2016 12:00:00,avi,
16R305:W0003018,16R4526:0013508,1,qe,,,was half ear,09/23/2016 12:00:00,avi,
16R405:M0000801,16R4509:0011103,1,fuzzy_cl,30,,was 38,09/23/2016 12:00:00,avi,
16R405:M0000802,16R4508:0011011,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0000805,16R4300:0012601,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0000806,16R4300:0012606,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0000808,16R4298:0012403,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0000811,16R4297:0012305,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0000812,16R4027:0012203,1,fuzzy_cl,24,,was 28,09/23/2016 12:00:00,avi,
16R405:M0001704,16R4477:0005305,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001705,16R4468:0004411,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001706,16R4468:0004411,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001707,16R4471:0004707,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001708,16R4477:0005303,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001709,16R4515:0011911,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001710,16R4515:0011909,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001711,16R4477:0005309,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001712,16R4515:0011903,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001713,16R4477:0005310,1,ee,,1,dip; vip,09/23/2016 12:00:00,avi,
16R405:M0001801,16R4515:0011904,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001802,16R4515:0011904,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001803,16R4515:0011901,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001804,16R4516:0012008,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001806,16R4477:0005311,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001807,16R4515:0011901,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001808,16R4482:0005803,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001809,16R4482:0005803,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001810,16R4510:0011204,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001811,16R4356:0010005,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0001812,16R4356:0010008,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0001903,16R4532:0014102,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0001907,16R4532:0014102,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0002002,16R4474:0005009,1,fuzzy_cl,21,,,09/23/2016 12:00:00,avi,
16R405:M0002003,16R4468:0004410,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002004,16R4532:0014101,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002005,16R4468:0004410,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002006,16R4516:0012008,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0002101,16R4468:0004411,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002102,16R4468:0004411,1,fuzzy_cl,30,,,09/23/2016 12:00:00,avi,
16R405:M0002103,16R4516:0012007,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002105,16R4516:0012007,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002106,16R4483:0005910,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0002107,16R4483:0005910,1,he,,,dip; confusion due to duplicate packet,09/23/2016 12:00:00,avi,
16R405:M0002108,16R4511:0011305,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0002109,16R4511:0011305,1,xe,,,,09/23/2016 12:00:00,avi,
16R405:M0002201,16R4392:0010801,1,fuzzy_cl,25,,,09/23/2016 12:00:00,avi,
16R405:M0002203,16R4392:0010801,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002207,16R4532:0014101,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002208,16R4300:0012606,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0002210,16R4392:0010801,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002211,16R4482:0005809,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0002212,16R4496:0009201,1,tqe,,,,09/23/2016 12:00:00,avi,
16R405:M0002213,16R4496:0009201,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002302,16R4531:0014001,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0002306,16R4510:0011204,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0002307,16R4300:0012606,1,xe,,,oe,09/23/2016 12:00:00,avi,
16R405:M0003101,16R4471:0004707,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003103,16R4474:0005001,1,ee,,1,,09/23/2016 12:00:00,avi,
16R405:M0003104,16R4483:0005906,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003105,16R4483:0005906,1,he,,1,,09/23/2016 12:00:00,avi,
16R405:M0003107,16R4476:0005202,1,he,,1,,09/23/2016 12:00:00,avi,
16R405:M0003109,16R4496:0009209,1,he,,1,,09/23/2016 12:00:00,avi,
16R405:M0003110,16R4496:0009209,1,he,,1,,09/23/2016 12:00:00,avi,
16R405:M0003112,16R4222:0009405,1,qe,,1,,09/23/2016 12:00:00,avi,
16R405:M0003113,16R4222:0009405,1,qe,,1,,09/23/2016 12:00:00,avi,
16r405:M0003114,16R4496:0009201,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003202,16R4531:0014005,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003203,16R4476:0005210,1,xe,,,carried pollen,09/23/2016 12:00:00,avi,
16R405:M0003204,16R4531:0014008,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003205,16R4511:0011304,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003206,16R4511:0011304,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003207,16R4511:0011304,1,he,,,,09/23/2016 12:00:00,avi,
16R405:M0003210,16R4222:0009409,1,qe,,1,,09/23/2016 12:00:00,avi,
16R405:M0003211,16R4222:0009409,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003214,16R4510:0011204,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003302,16R4482:0005809,1,qe,,,fs,09/23/2016 12:00:00,avi,
16R405:M0003306,16R4399:0012502,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003311,16R4399:0012502,1,ee,,,,09/23/2016 12:00:00,avi,
16R405:M0003312,16R4027:0012203,1,qe,,,,09/23/2016 12:00:00,avi,
16R405:M0003314,16R4508:0011011,1,qe,,,,09/23/2016 12:00:00,avi,
16R505:B0002405,16R4227:0006601,1,tqe,,1,,09/23/2016 12:00:00,avi,
16R505:B0002408,16R4227:0006601,1,ee,,,,09/23/2016 12:00:00,avi,
16R505:B0002519,16R4491:0008008,1,xe,,1,,09/23/2016 12:00:00,avi,
16R205:S0001114,16R4479:0005503,0,we,,1,disc,09/26/2017 12:00:00,josh
16R305:W0001604,16R3607:0010408,0,fuzzy_cl,5,,,09/26/2017 12:00:00,josh
16R305:W0002913,16R4279:0010503,0,fuzzy_cl,6,,,09/26/2017 12:00:00,josh
16R305:W0001417,16R4470:0004603,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001518,16R4535:0014401,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0000716,16R4520:0012911,0,fuzzy_cl,0,,vlp; oe,09/26/2017 12:00:00,josh
16R505:B0000912,16R4534:0014307,0,fuzzy_cl,0,,vlp,09/26/2017 12:00:00,josh
16R305:W0001508,16R4535:0014412,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001615,16R4535:0014404,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001410,16R4470:0004604,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R305:W0001517,16R4470:0004603,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R6980:0015808,16R6980:0015808,1,fuzzy_cl,27,,vls; chimney shootbag,09/26/2017 12:00:00,josh
16R4086:0007610,16R4086:0007610,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R4227:0006605,16R4227:0006601,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R6970:0015710,16R6970:0015710,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R0692:0015201,16R0692:0015201,0,fuzzy_cl,12,,vlp,09/26/2017 12:00:00,josh
16R6940:0015402,16R6940:0015402,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R4460:0003610,16R4460:0003610,0,fuzzy_cl,14,,,09/26/2017 12:00:00,josh
16R6880:0014802,16R6880:0014802,0,fuzzy_cl,4,,,09/26/2017 12:00:00,josh
16R6870:0014708,16R6870:0014708,0,fuzzy_cl,7,,lp,09/26/2017 12:00:00,josh
16R6940:0015406,16R6940:0015406,0,fuzzy_cl,1,,vlp; oe,09/26/2017 12:00:00,josh
16R6940:0015401,16R6940:0015401,0,fuzzy_cl,1,,mis; disc,09/26/2017 12:00:00,josh
16R0691:0015106,16R0691:0015106,0,fuzzy_cl,11,,,09/26/2017 12:00:00,josh
16R6900:0015003,16R6900:0015003,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0003301,16R4300:0012605,0,fuzzy_cl,9,,,09/26/2017 12:00:00,josh
16R4227:0006602,16R4227:0006601,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R6990:0015910,16R6990:0015910,0,fuzzy_cl,15,,,09/26/2017 12:00:00,josh
16R4086:0007607,16R4086:0007610,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R4228:0006811,16R4228:0006811,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R4227:0006601,16R4227:0006601,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R6920:0015202,16R6920:0015202,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0000804,16R4300:0012605,0,fuzzy_cl,8,,mis; dip,09/26/2017 12:00:00,josh
16R405:M0003309,16R4297:0012305,0,fuzzy_cl,7,,,09/26/2017 12:00:00,josh
16R405:M0002110,16R4511:0011305,0,fuzzy_cl,13,,,09/26/2017 12:00:00,josh
16R405:M0001703,16R4474:0005001,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0000803,16R4298:0012406,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0002001,16R4474:0005009,0,fuzzy_cl,10,,,09/26/2017 12:00:00,josh
16R405:M0000807,16R4300:0012604,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
16R405:M0001702,16R4471:0004707,0,fuzzy_cl,0,,,09/26/2017 12:00:00,josh
