plantID,wild_type,lesion,cross,photograph,sample,stature,tassel,ear,other_phes,observer,datetime,mutanta
16R4092:0008904,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008903,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008902,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008901,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008811,0,1,1,1,1, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008810,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008809,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008808,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008807,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008806,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008805,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008804,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008803,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4092:0008802,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4092:0008801,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009001,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009002,0,1,0,0,0,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009003,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009004,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009005,0,1,0,0,0,shorter_by_3_ft,rudimentary tassel,no ear,,toni,07/17/2016 12:00:00,
16R4452:0009006,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009007,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009008,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009009,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009010,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
9011,1,0,0,0,0, ,no tassel, ,,toni,07/17/2016 12:00:00,
16R4452:0009101,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009102,0,1,0,0,0,shorter_by_3_ft,no tassel,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009103,1,0,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009104,0,1,0,0,0,shorter_by_3_ft,bad tassel,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009105,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009106,1,0,0,0,0,shorter_by_2_ft, ,no ear,,toni,07/17/2016 12:00:00,
16R4452:0009107,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009108,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4452:0009109,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009110,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009111,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009112,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4452:0009113,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
9311,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4497:0009310,1,0,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4497:0009309,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009308,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009307,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009306,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009305,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009304,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009303,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009302,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4497:0009301,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009215,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009214,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009213,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009212,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009211,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009210,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009209,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009208,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009206,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009205,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009204,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009203,0,1,0,0,0, , ,small ear,,toni,07/17/2016 12:00:00,
16R4496:0009202,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4496:0009201,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009401,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009402,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009403,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009404,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009405,0,1,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009406,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009407,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009408,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009409,0,1,1,1,1, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009410,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4222:0009411,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009501,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009502,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009503,0,1,1,1,1,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4498:0009504,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009505,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4498:0009506,0,1,0,0,0,shorter_by_2_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4498:0009507,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009508,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4498:0009509,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009510,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009511,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009512,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009513,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4498:0009514,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4274:0009705,1,0,0,0,0,shorter_by_3_ft,no tassel, ,,toni,07/17/2016 12:00:00,
16R4274:0009704,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4274:0009703,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4274:0009701,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4274:0009702,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
9614,0,1,1,1,1,shorter_by_1_ft, , ,,toni,07/17/2016 12:00:00,
16R4499:0009613,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009612,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009611,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009610,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009609,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009608,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009607,0,1,1,1,1,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
16R4499:0009606,1,0,0,0,0, , , ,,toni,07/17/2016 12:00:00,
16R4499:0009605,0,1,1,1,1,shorter_by_1_ft, ,small ear,,toni,07/17/2016 12:00:00,
