plantID,ht cm,observer,datetime,plant_anatomy
15R4409:0017308,95,toni,08/28/2015 10:00:00,
15R4366:0020001,102,toni,08/28/2015 10:00:00,
15R4366:0020002,95,toni,08/28/2015 10:00:00,
15R4366:0020003,145,toni,08/28/2015 10:00:00,
15R4366:0020004,150,toni,08/28/2015 10:00:00,
15R4366:0020006,156,toni,08/28/2015 10:00:00,
15R4366:0020005,77,toni,08/28/2015 10:00:00,
15R4366:0020007,137,toni,08/28/2015 10:00:00,
15R4366:0020008,97,toni,08/28/2015 10:00:00,
15R4366:0020009,114,toni,08/28/2015 10:00:00,
15R4366:0020010,92,toni,08/28/2015 10:00:00,
15R4366:0020011,72,toni,08/28/2015 10:00:00,
15R4366:0020012,140,toni,08/28/2015 10:00:00,
15R4417:0020101,57,toni,08/28/2015 10:00:00,
15R4417:0020102,91,toni,08/28/2015 10:00:00,
15R4417:0020103,145,toni,08/28/2015 10:00:00,
15R4417:0020104,125,toni,08/28/2015 10:00:00,
15R4417:0020105,39,toni,08/28/2015 10:00:00,
15R4417:0020106,152,toni,08/28/2015 10:00:00,
15R4417:0020107,145,toni,08/28/2015 10:00:00,
15R4417:0020108,122,toni,08/28/2015 10:00:00,
15R4417:0020109,22,toni,08/28/2015 10:00:00,
15R4417:0020110,140,toni,08/28/2015 10:00:00,
15R3321:0020201,127,toni,08/28/2015 10:00:00,
15R3321:0020202,90,toni,08/28/2015 10:00:00,
15R3321:0020203,138,toni,08/28/2015 10:00:00,
15R3321:0020204,161,toni,08/28/2015 10:00:00,
15R3321:0020205,155,toni,08/28/2015 10:00:00,
15R3321:0020206,136,toni,08/28/2015 10:00:00,
15R3321:0020207,61,toni,08/28/2015 10:00:00,
15R3321:0020208,77,toni,08/28/2015 10:00:00,
15R3321:0020209,122,toni,08/28/2015 10:00:00,
15R4190:0020301,126,toni,08/28/2015 10:00:00,
15R4190:0020302,140,toni,08/28/2015 10:00:00,
15R4190:0020303,25,toni,08/28/2015 10:00:00,
15R4190:0020304,42,toni,08/28/2015 10:00:00,
15R4190:0020306,33,toni,08/28/2015 10:00:00,
15R4190:0020307,140,toni,08/28/2015 10:00:00,
15R4190:0020308,151,toni,08/28/2015 10:00:00,
15R4190:0020309,156,toni,08/28/2015 10:00:00,
15R4190:0020310,148,toni,08/28/2015 10:00:00,
15R4367:0020401,105,toni,08/28/2015 10:00:00,
15R4367:0020402,72,toni,08/28/2015 10:00:00,
15R4367:0020403,162,toni,08/28/2015 10:00:00,
15R4367:0020404,164,toni,08/28/2015 10:00:00,
15R4367:0020405,171,toni,08/28/2015 10:00:00,
15R4367:0020406,184,toni,08/28/2015 10:00:00,
15R4367:0020407,185,toni,08/28/2015 10:00:00,
15R4367:0020408,168,toni,08/28/2015 10:00:00,
15R4367:0020409,74,toni,08/28/2015 10:00:00,
15R4367:0020410,165,toni,08/28/2015 10:00:00,
15R4367:0020411,87,toni,08/28/2015 10:00:00,
15R4368:0020501,187,toni,08/28/2015 10:00:00,
15R4368:0020502,188,toni,08/28/2015 10:00:00,
15R4368:0020503,185,toni,08/28/2015 10:00:00,
15R4368:0020504,192,toni,08/28/2015 10:00:00,
15R4368:0020505,188,toni,08/28/2015 10:00:00,
15R4368:0020506,189,toni,08/28/2015 10:00:00,
15R4368:0020507,191,toni,08/28/2015 10:00:00,
15R4368:0020509,66,toni,08/28/2015 10:00:00,
15R4368:0020512,115,toni,08/28/2015 10:00:00,
15R4368:0020513,120,toni,08/28/2015 10:00:00,
15R3067:0020601,145,toni,08/28/2015 10:00:00,
15R3067:0020602,175,toni,08/28/2015 10:00:00,
15R3067:0020603,178,toni,08/28/2015 10:00:00,
15R3067:0020604,190,toni,08/28/2015 10:00:00,
15R3067:0020605,163,toni,08/28/2015 10:00:00,
15R3067:0020606,105,toni,08/28/2015 10:00:00,
15R3067:0020607,184,toni,08/28/2015 10:00:00,
15R3067:0020608,54,toni,08/28/2015 10:00:00,
15R3067:0020609,177,toni,08/28/2015 10:00:00,
15R3067:0020610,174,toni,08/28/2015 10:00:00,
15R3067:0020611,17,toni,08/28/2015 10:00:00,
15R3067:0020612,101,toni,08/28/2015 10:00:00,
15R3067:0020613,170,toni,08/28/2015 10:00:00,
15R3067:0020614,150,toni,08/28/2015 10:00:00,
15R4192:0020701,16,toni,08/28/2015 10:00:00,
15R4192:0020702,127,toni,08/28/2015 10:00:00,
15R4192:0020703,129,toni,08/28/2015 10:00:00,
15R4192:0020704,138,toni,08/28/2015 10:00:00,
15R4192:0020705,117,toni,08/28/2015 10:00:00,
15R4192:0020706,20,toni,08/28/2015 10:00:00,
15R4192:0020707,30,toni,08/28/2015 10:00:00,
15R4192:0020708,36,toni,08/28/2015 10:00:00,
15R4192:0020709,136,toni,08/28/2015 10:00:00,
15R1715:0015201,178,toni,08/28/2015 10:00:00,
15R1715:0015202,148,toni,08/28/2015 10:00:00,
15R1715:0015203,209,toni,08/28/2015 10:00:00,
15R1715:0015204,200,toni,08/28/2015 10:00:00,
15R1715:0015205,144,toni,08/28/2015 10:00:00,
15R1715:0015206,178,toni,08/28/2015 10:00:00,
15R4295:0014201,141,toni,08/28/2015 10:00:00,
15R4295:0014202,133,toni,08/28/2015 10:00:00,
15R4295:0014203,131,toni,08/28/2015 10:00:00,
15R4295:0014204,138,toni,08/28/2015 10:00:00,
15R4295:0014205,59,toni,08/28/2015 10:00:00,
15R4295:0014206,128,toni,08/28/2015 10:00:00,
15R4295:0014207,126,toni,08/28/2015 10:00:00,
15R4295:0014208,79,toni,08/28/2015 10:00:00,
15R4011:0013801,69,toni,08/28/2015 10:00:00,
15R4011:0013802,138,toni,08/28/2015 10:00:00,
15R4011:0013803,132,toni,08/28/2015 10:00:00,
15R4011:0013804,49,toni,08/28/2015 10:00:00,
15R4011:0013805,73,toni,08/28/2015 10:00:00,
15R4011:0013806,113,toni,08/28/2015 10:00:00,
15R4011:0013807,39,toni,08/28/2015 10:00:00,
15R4011:0013808,72,toni,08/28/2015 10:00:00,
15R4011:0013809,70,toni,08/28/2015 10:00:00,
15R4011:0013810,114,toni,08/28/2015 10:00:00,
15R205:S0002210,110,toni,08/28/2015 10:00:00,
15R205:S0002209,114,toni,08/28/2015 10:00:00,
15R205:S0002208,130,toni,08/28/2015 10:00:00,
15R205:S0002206,109,toni,08/28/2015 10:00:00,
15R205:S0002204,120,toni,08/28/2015 10:00:00,
15R205:S0002203,118,toni,08/28/2015 10:00:00,
15R205:S0002202,117,toni,08/28/2015 10:00:00,
15R205:S0002301,115,toni,08/28/2015 10:00:00,
15R205:S0002302,125,toni,08/28/2015 10:00:00,
15R205:S0002303,93,toni,08/28/2015 10:00:00,
15R205:S0002305,117,toni,08/28/2015 10:00:00,
15R205:S0002306,122,toni,08/28/2015 10:00:00,
15R205:S0002309,135,toni,08/28/2015 10:00:00,
15R205:S0002311,118,toni,08/28/2015 10:00:00,
15R205:S0002312,125,toni,08/28/2015 10:00:00,
15R205:S0002412,123,toni,08/28/2015 10:00:00,
15R205:S0002410,120,toni,08/28/2015 10:00:00,
15R205:S0002409,117,toni,08/28/2015 10:00:00,
15R205:S0002405,111,toni,08/28/2015 10:00:00,
15R205:S0002402,129,toni,08/28/2015 10:00:00,
15R205:S0002401,131,toni,08/28/2015 10:00:00,
15R205:S0002502,130,toni,08/28/2015 10:00:00,
15R205:S0002501,131,toni,08/28/2015 10:00:00,
15R205:S0002508,124,toni,08/28/2015 10:00:00,
15R205:S0002608,107,toni,08/28/2015 10:00:00,
15R205:S0002607,115,toni,08/28/2015 10:00:00,
15R205:S0002606,112,toni,08/28/2015 10:00:00,
15R305:W0002701,136,toni,08/28/2015 10:00:00,
15R305:W0002704,163,toni,08/28/2015 10:00:00,
15R305:W0002705,162,toni,08/28/2015 10:00:00,
15R305:W0002707,169,toni,08/28/2015 10:00:00,
15R305:W0002811,184,toni,08/28/2015 10:00:00,
15R305:W0002810,185,toni,08/28/2015 10:00:00,
15R305:W0002809,131,toni,08/28/2015 10:00:00,
15R305:W0002808,172,toni,08/28/2015 10:00:00,
15R305:W0002807,185,toni,08/28/2015 10:00:00,
15R305:W0002805,175,toni,08/28/2015 10:00:00,
15R305:W0002804,172,toni,08/28/2015 10:00:00,
15R305:W0002803,184,toni,08/28/2015 10:00:00,
15R305:W0002802,172,toni,08/28/2015 10:00:00,
15R305:W0002902,177,toni,08/28/2015 10:00:00,
15R305:W0003016,162,toni,08/28/2015 10:00:00,
15R305:W0003014,182,toni,08/28/2015 10:00:00,
15R305:W0003010,177,toni,08/28/2015 10:00:00,
15R305:W0003009,171,toni,08/28/2015 10:00:00,
15R305:W0003008,191,toni,08/28/2015 10:00:00,
15R305:W0003007,175,toni,08/28/2015 10:00:00,
15R305:W0003006,172,toni,08/28/2015 10:00:00,
15R305:W0003005,187,toni,08/28/2015 10:00:00,
15R305:W0003004,178,toni,08/28/2015 10:00:00,
15R305:W0003003,180,toni,08/28/2015 10:00:00,
15R305:W0003101,169,toni,08/28/2015 10:00:00,
15R305:W0003102,172,toni,08/28/2015 10:00:00,
15R305:W0003103,172,toni,08/28/2015 10:00:00,
15R305:W0003106,178,toni,08/28/2015 10:00:00,
15R305:W0003107,185,toni,08/28/2015 10:00:00,
15R305:W0003108,171,toni,08/28/2015 10:00:00,
15R305:W0003109,125,toni,08/28/2015 10:00:00,
15R305:W0003110,178,toni,08/28/2015 10:00:00,
15R305:W0003111,176,toni,08/28/2015 10:00:00,
15R305:W0003113,171,toni,08/28/2015 10:00:00,
15R305:W0003114,179,toni,08/28/2015 10:00:00,
15R305:W0003115,180,toni,08/28/2015 10:00:00,
15R305:W0003116,180,toni,08/28/2015 10:00:00,
15R305:W0003117,90,toni,08/28/2015 10:00:00,
15R305:W0003208,172,toni,08/28/2015 10:00:00,
15R305:W0003205,165,toni,08/28/2015 10:00:00,
15R305:W0003204,194,toni,08/28/2015 10:00:00,
15R305:W0003203,170,toni,08/28/2015 10:00:00,
15R305:W0003202,175,toni,08/28/2015 10:00:00,
15R305:W0003201,169,toni,08/28/2015 10:00:00,
15R405:M0003301,138,toni,08/28/2015 10:00:00,
15R405:M0003302,123,toni,08/28/2015 10:00:00,
15R405:M0003303,109,toni,08/28/2015 10:00:00,
15R405:M0003304,128,toni,08/28/2015 10:00:00,
15R405:M0003306,128,toni,08/28/2015 10:00:00,
15R405:M0003307,135,toni,08/28/2015 10:00:00,
15R405:M0003308,110,toni,08/28/2015 10:00:00,
15R405:M0003309,103,toni,08/28/2015 10:00:00,
15R405:M0003310,116,toni,08/28/2015 10:00:00,
15R405:M0003311,138,toni,08/28/2015 10:00:00,
15R405:M0003414,139,toni,08/28/2015 10:00:00,
15R405:M0003411,136,toni,08/28/2015 10:00:00,
15R405:M0003408,131,toni,08/28/2015 10:00:00,
15R405:M0003407,123,toni,08/28/2015 10:00:00,
15R405:M0003406,128,toni,08/28/2015 10:00:00,
15R405:M0003405,129,toni,08/28/2015 10:00:00,
15R405:M0003403,129,toni,08/28/2015 10:00:00,
15R405:M0003402,123,toni,08/28/2015 10:00:00,
15R405:M0003501,126,toni,08/28/2015 10:00:00,
15R405:M0003502,120,toni,08/28/2015 10:00:00,
15R405:M0003505,133,toni,08/28/2015 10:00:00,
15R405:M0003506,126,toni,08/28/2015 10:00:00,
15R405:M0003507,133,toni,08/28/2015 10:00:00,
15R405:M0003508,131,toni,08/28/2015 10:00:00,
15R405:M0003511,117,toni,08/28/2015 10:00:00,
15R405:M0003619,131,toni,08/28/2015 10:00:00,
15R405:M0003618,132,toni,08/28/2015 10:00:00,
15R405:M0003617,124,toni,08/28/2015 10:00:00,
15R405:M0003616,135,toni,08/28/2015 10:00:00,
15R405:M0003615,118,toni,08/28/2015 10:00:00,
15R405:M0003614,121,toni,08/28/2015 10:00:00,
15R405:M0003613,125,toni,08/28/2015 10:00:00,
15R405:M0003612,130,toni,08/28/2015 10:00:00,
15R405:M0003611,121,toni,08/28/2015 10:00:00,
15R405:M0003610,138,toni,08/28/2015 10:00:00,
15R405:M0003609,146,toni,08/28/2015 10:00:00,
15R405:M0003608,104,toni,08/28/2015 10:00:00,
15R405:M0003607,124,toni,08/28/2015 10:00:00,
15R405:M0003606,142,toni,08/28/2015 10:00:00,
15R405:M0003605,145,toni,08/28/2015 10:00:00,
15R405:M0003604,105,toni,08/28/2015 10:00:00,
15R405:M0003603,110,toni,08/28/2015 10:00:00,
15R405:M0003701,127,toni,08/28/2015 10:00:00,
15R405:M0003704,114,toni,08/28/2015 10:00:00,
15R405:M0003705,116,toni,08/28/2015 10:00:00,
15R405:M0003706,93,toni,08/28/2015 10:00:00,
15R405:M0003707,122,toni,08/28/2015 10:00:00,
15R405:M0003708,130,toni,08/28/2015 10:00:00,
15R405:M0003709,86,toni,08/28/2015 10:00:00,
15R405:M0003710,103,toni,08/28/2015 10:00:00,
15R405:M0003711,112,toni,08/28/2015 10:00:00,
15R405:M0003712,103,toni,08/28/2015 10:00:00,
15R405:M0003714,95,toni,08/28/2015 10:00:00,
15R405:M0003715,140,toni,08/28/2015 10:00:00,
15R405:M0003717,135,toni,08/28/2015 10:00:00,
15R405:M0003718,121,toni,08/28/2015 10:00:00,
15R405:M0003719,122,toni,08/28/2015 10:00:00,
15R405:M0003815,131,toni,08/28/2015 10:00:00,
15R405:M0003814,127,toni,08/28/2015 10:00:00,
15R405:M0003813,118,toni,08/28/2015 10:00:00,
15R405:M0003812,110,toni,08/28/2015 10:00:00,
15R405:M0003811,110,toni,08/28/2015 10:00:00,
15R405:M0003810,122,toni,08/28/2015 10:00:00,
15R405:M0003808,132,toni,08/28/2015 10:00:00,
15R405:M0003807,131,toni,08/28/2015 10:00:00,
15R405:M0003806,137,toni,08/28/2015 10:00:00,
15R405:M0003805,112,toni,08/28/2015 10:00:00,
15R405:M0003804,131,toni,08/28/2015 10:00:00,
15R405:M0003803,92,toni,08/28/2015 10:00:00,
15R405:M0003802,132,toni,08/28/2015 10:00:00,
15R405:M0003801,124,toni,08/28/2015 10:00:00,
15R405:M0003902,134,toni,08/28/2015 10:00:00,
15R405:M0003903,141,toni,08/28/2015 10:00:00,
15R405:M0003905,112,toni,08/28/2015 10:00:00,
15R405:M0003906,122,toni,08/28/2015 10:00:00,
15R405:M0003907,139,toni,08/28/2015 10:00:00,
15R405:M0003908,139,toni,08/28/2015 10:00:00,
15R405:M0003909,137,toni,08/28/2015 10:00:00,
15R405:M0003910,138,toni,08/28/2015 10:00:00,
15R405:M0003911,137,toni,08/28/2015 10:00:00,
15R405:M0003913,136,toni,08/28/2015 10:00:00,
15R205:S0000408,132,toni,08/28/2015 10:00:00,
15R205:S0000404,123,toni,08/28/2015 10:00:00,
15R205:S0000403,129,toni,08/28/2015 10:00:00,
15R205:S0000511,127,toni,08/28/2015 10:00:00,
15R205:S0000513,124,toni,08/28/2015 10:00:00,
15R205:S0000515,123,toni,08/28/2015 10:00:00,
15R305:W0000602,153,toni,08/28/2015 10:00:00,
15R305:W0000713,146,toni,08/28/2015 10:00:00,
15R305:W0000712,140,toni,08/28/2015 10:00:00,
15R305:W0000711,150,toni,08/28/2015 10:00:00,
15R305:W0000710,164,toni,08/28/2015 10:00:00,
15R305:W0000709,155,toni,08/28/2015 10:00:00,
15R305:W0000708,160,toni,08/28/2015 10:00:00,
15R305:W0000707,157,toni,08/28/2015 10:00:00,
15R305:W0000706,160,toni,08/28/2015 10:00:00,
15R305:W0000705,143,toni,08/28/2015 10:00:00,
15R305:W0000704,168,toni,08/28/2015 10:00:00,
15R305:W0000703,160,toni,08/28/2015 10:00:00,
15R305:W0000702,157,toni,08/28/2015 10:00:00,
15R305:W0000701,161,toni,08/28/2015 10:00:00,
15R305:W0000903,144,toni,08/28/2015 10:00:00,
15R305:W0000904,155,toni,08/28/2015 10:00:00,
15R305:W0000905,145,toni,08/28/2015 10:00:00,
15R305:W0000906,146,toni,08/28/2015 10:00:00,
15R305:W0000907,151,toni,08/28/2015 10:00:00,
15R305:W0000908,151,toni,08/28/2015 10:00:00,
15R305:W0001006,138,toni,08/28/2015 10:00:00,
15R305:W0001005,155,toni,08/28/2015 10:00:00,
15R305:W0001004,120,toni,08/28/2015 10:00:00,
15R305:W0001003,97,toni,08/28/2015 10:00:00,
15R305:W0001002,150,toni,08/28/2015 10:00:00,
15R305:W0001001,143,toni,08/28/2015 10:00:00,
15R405:M0001102,117,toni,08/28/2015 10:00:00,
15R405:M0001103,111,toni,08/28/2015 10:00:00,
15R405:M0001104,110,toni,08/28/2015 10:00:00,
15R405:M0001105,113,toni,08/28/2015 10:00:00,
15R405:M0001108,105,toni,08/28/2015 10:00:00,
15R405:M0001109,114,toni,08/28/2015 10:00:00,
15R405:M0001110,109,toni,08/28/2015 10:00:00,
15R405:M0001111,125,toni,08/28/2015 10:00:00,
15R405:M0001114,108,toni,08/28/2015 10:00:00,
15R405:M0001115,115,toni,08/28/2015 10:00:00,
15R405:M0001217,115,toni,08/28/2015 10:00:00,
15R405:M0001216,108,toni,08/28/2015 10:00:00,
15R405:M0001215,122,toni,08/28/2015 10:00:00,
15R405:M0001214,114,toni,08/28/2015 10:00:00,
15R405:M0001213,111,toni,08/28/2015 10:00:00,
15R405:M0001212,108,toni,08/28/2015 10:00:00,
15R405:M0001211,111,toni,08/28/2015 10:00:00,
15R405:M0001210,135,toni,08/28/2015 10:00:00,
15R405:M0001209,126,toni,08/28/2015 10:00:00,
15R405:M0001208,124,toni,08/28/2015 10:00:00,
15R405:M0001207,118,toni,08/28/2015 10:00:00,
15R405:M0001206,116,toni,08/28/2015 10:00:00,
15R405:M0001205,109,toni,08/28/2015 10:00:00,
15R405:M0001204,115,toni,08/28/2015 10:00:00,
15R405:M0001203,118,toni,08/28/2015 10:00:00,
15R405:M0001202,103,toni,08/28/2015 10:00:00,
15R405:M0001201,118,toni,08/28/2015 10:00:00,
15R405:M0001301,113,toni,08/28/2015 10:00:00,
15R405:M0001302,123,toni,08/28/2015 10:00:00,
15R405:M0001303,127,toni,08/28/2015 10:00:00,
15R405:M0001304,115,toni,08/28/2015 10:00:00,
15R405:M0001305,123,toni,08/28/2015 10:00:00,
15R405:M0001306,106,toni,08/28/2015 10:00:00,
15R405:M0001307,113,toni,08/28/2015 10:00:00,
15R405:M0001308,129,toni,08/28/2015 10:00:00,
15R405:M0001309,120,toni,08/28/2015 10:00:00,
15R405:M0001310,118,toni,08/28/2015 10:00:00,
15R405:M0001312,115,toni,08/28/2015 10:00:00,
15R405:M0001313,115,toni,08/28/2015 10:00:00,
15R405:M0001417,111,toni,08/28/2015 10:00:00,
15R405:M0001416,108,toni,08/28/2015 10:00:00,
15R405:M0001415,116,toni,08/28/2015 10:00:00,
15R405:M0001412,116,toni,08/28/2015 10:00:00,
15R405:M0001409,118,toni,08/28/2015 10:00:00,
15R405:M0001408,115,toni,08/28/2015 10:00:00,
15R405:M0001407,121,toni,08/28/2015 10:00:00,
15R405:M0001405,110,toni,08/28/2015 10:00:00,
15R405:M0001404,107,toni,08/28/2015 10:00:00,
15R405:M0001403,112,toni,08/28/2015 10:00:00,
15R405:M0001401,118,toni,08/28/2015 10:00:00,
15R405:M0001501,113,toni,08/28/2015 10:00:00,
15R405:M0001503,117,toni,08/28/2015 10:00:00,
15R405:M0001505,108,toni,08/28/2015 10:00:00,
15R405:M0001508,120,toni,08/28/2015 10:00:00,
15R405:M0001509,122,toni,08/28/2015 10:00:00,
15R405:M0001512,105,toni,08/28/2015 10:00:00,
15R405:M0001513,123,toni,08/28/2015 10:00:00,
15R405:M0001514,116,toni,08/28/2015 10:00:00,
15R405:M0001515,134,toni,08/28/2015 10:00:00,
15R405:M0001516,112,toni,08/28/2015 10:00:00,
15R405:M0001517,117,toni,08/28/2015 10:00:00,
15R405:M0001618,111,toni,08/28/2015 10:00:00,
15R405:M0001617,122,toni,08/28/2015 10:00:00,
15R405:M0001616,121,toni,08/28/2015 10:00:00,
15R405:M0001615,124,toni,08/28/2015 10:00:00,
15R405:M0001614,113,toni,08/28/2015 10:00:00,
15R405:M0001612,114,toni,08/28/2015 10:00:00,
15R405:M0001611,109,toni,08/28/2015 10:00:00,
15R405:M0001610,123,toni,08/28/2015 10:00:00,
15R405:M0001609,121,toni,08/28/2015 10:00:00,
15R405:M0001608,110,toni,08/28/2015 10:00:00,
15R405:M0001607,108,toni,08/28/2015 10:00:00,
15R405:M0001606,103,toni,08/28/2015 10:00:00,
15R405:M0001605,122,toni,08/28/2015 10:00:00,
15R405:M0001604,111,toni,08/28/2015 10:00:00,
15R405:M0001603,110,toni,08/28/2015 10:00:00,
15R405:M0001602,112,toni,08/28/2015 10:00:00,
15R405:M0001601,111,toni,08/28/2015 10:00:00,
15R405:M0001703,103,toni,08/28/2015 10:00:00,
15R405:M0001705,108,toni,08/28/2015 10:00:00,
15R405:M0001707,107,toni,08/28/2015 10:00:00,
15R405:M0001708,87,toni,08/28/2015 10:00:00,
15R405:M0001709,111,toni,08/28/2015 10:00:00,
15R405:M0001710,107,toni,08/28/2015 10:00:00,
15R405:M0001711,117,toni,08/28/2015 10:00:00,
15R405:M0001712,119,toni,08/28/2015 10:00:00,
15R405:M0001713,108,toni,08/28/2015 10:00:00,
15R405:M0001714,108,toni,08/28/2015 10:00:00,
15R405:M0001715,112,toni,08/28/2015 10:00:00,
15R405:M0001815,90,toni,08/28/2015 10:00:00,
15R405:M0001814,118,toni,08/28/2015 10:00:00,
15R405:M0001813,125,toni,08/28/2015 10:00:00,
15R405:M0001812,114,toni,08/28/2015 10:00:00,
15R405:M0001811,108,toni,08/28/2015 10:00:00,
15R405:M0001806,114,toni,08/28/2015 10:00:00,
15R405:M0001805,130,toni,08/28/2015 10:00:00,
15R405:M0001804,116,toni,08/28/2015 10:00:00,
15R405:M0001802,128,toni,08/28/2015 10:00:00,
15R405:M0001801,101,toni,08/28/2015 10:00:00,
15R405:M0001901,114,toni,08/28/2015 10:00:00,
15R405:M0001904,87,toni,08/28/2015 10:00:00,
15R405:M0001905,131,toni,08/28/2015 10:00:00,
15R405:M0001906,133,toni,08/28/2015 10:00:00,
15R405:M0001907,89,toni,08/28/2015 10:00:00,
15R405:M0001908,126,toni,08/28/2015 10:00:00,
15R405:M0001909,121,toni,08/28/2015 10:00:00,
15R405:M0001911,117,toni,08/28/2015 10:00:00,
15R405:M0001912,119,toni,08/28/2015 10:00:00,
15R405:M0001913,106,toni,08/28/2015 10:00:00,
15R405:M0001914,126,toni,08/28/2015 10:00:00,
15R405:M0001915,119,toni,08/28/2015 10:00:00,
