
% should be clean, placed into /athe/c/maize/data/palm/raw_data_from_palm/13r/reinventory/inventory.pl
%
% Kelly 13.3.2014

"06R200:S00I4806","06R0055:0005501","ee",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I5508","06R0007:0000708","he",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I5601","06R0007:0000709","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I5602","06R0055:0005509","xe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I5612","06R0061:0006114","qe",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I6608","06R0009:0000904","we",,"v00","wade","01/14/2014 9:33:33"
"06R200:S00I7207","06R0015:0001506","ee",,"v00","derek","01/14/2014 9:33:33"    
"06R200:SI18.104","06R0029:0002905","qe",,"v00","wade","01/14/2014 9:33:33"
"06R300:W00I6901","06R0014:0001407","fuzzy_cl",2,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I6902","06R0103:0010307","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I6904","06R0054:0005404","tqe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I6906","06R0085:0008501","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I6909","06R0014:0001411","fuzzy_cl",18,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7302","06R0017:0001701","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7303","06R0018:0001802","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7304","06R0019:0001903","fuzzy_cl",60,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7702","06R0019:0001909","fuzzy_cl",85,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7703","06R0019:0001912","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I7717","06R0021:0002101","tqe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8001","06R0111:0011104","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8202","06R0024:0002402","he",,"v00","wade","01/14/2014 9:06:54","06R",
"06R300:W00I8217","06R0024:0002405","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8308","06R0027:0002711","qe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8310","06R0028:0002802","qe",,"v00","wade","01/14/2014 9:06:54",
"06R300:W00I8311","06R0028:0002805","ee",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8313","06R0028:0002808","qe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8704","06R0030:0003007","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8705","06R0067:0006711","fuzzy_cl",27,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8709","06R0030:0003012","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8711","06R0031:0003103","qe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8712","06R0031:0003106","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8713","06R0031:0003204","he",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8715","06R0032:0003206","qe",,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8904","06R0032:0003208","fuzzy_cl",36,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8906","06R0033:0003308","fuzzy_cl",35,"v00","wade","01/14/2014 9:06:54"
"06R300:W00I8908","06R0035:0003501","tqe",,"v00","wade","01/14/2014 9:06:54"
