packetID,rowID,ft,observer,datetime,planted,
p01115,r00102,10,toni,05/29/2016 19:21:35,
p01117,r00103,10,toni,05/29/2016 19:23:26,
p01116,r00104,10,toni,05/29/2016 19:25:02,
p01120,r00106,10,toni,05/29/2016 19:26:39,
p01129,r00108,10,toni,05/29/2016 19:28:07,
p01016,r00110,10,toni,05/29/2016 19:29:53,
p01131,r00111,10,toni,05/29/2016 19:31:25,
p01128,r00112,10,toni,05/29/2016 19:34:38,
p01118,r00116,10,toni,05/29/2016 19:36:25,
p01119,r00117,10,toni,05/29/2016 19:38:22,
p01130,r00119,10,toni,05/29/2016 19:40:10,
p01104,r00120,10,toni,05/29/2016 19:41:59,
p01079,r00128,10,toni,05/29/2016 19:43:44,
p01088,r00129,10,toni,05/29/2016 19:45:09,
p01106,r00130,10,toni,05/29/2016 19:46:51,
p01077,r00131,10,toni,05/29/2016 19:48:22,
p01096,r00132,10,toni,05/29/2016 19:50:22,
p01103,r00133,10,toni,05/29/2016 19:52:02,
p01076,r00134,10,toni,05/29/2016 19:54:03,
p01093,r00135,10,toni,05/29/2016 19:55:33,
p01095,r00136,10,toni,05/29/2016 19:57:08,
p01090,r00137,10,toni,05/29/2016 19:58:48,
p01091,r00138,10,toni,05/29/2016 20:00:36,
p01109,r00139,10,toni,05/29/2016 20:02:13,
p01105,r00140,10,toni,05/29/2016 20:03:54,
p01111,r00141,10,toni,05/29/2016 20:05:20,
