Sample no.,image no,observer,source,filter,power,exposure (ms),microscopy
13R3556:0003805,b2,21,23,203,derek,UV,4,10x,250,,
13R3556:0003805,b2,21,23,204,derek,UV,4,10x,167,,
13R3556:0003805,b2,21,23,205,derek,UV,4,10x,83,,
13R3556:0003805,b2,21,23,206,derek,bright,2,10x,2,condenser fwd,
13R3556:0003805,b2,21,23,207,derek,UV,2,10x,83,condenser fwd,
13R3556:0003805,b2,21,23,208,derek,UV,2,10x,167,condenser fwd,
13R3556:0003805,b2,21,23,209,derek,UV,2,10x,250,condenser fwd,
13R3556:0003805,b2,21,23,210,derek,UV,2,10x,333,condenser fwd,
13R3556:0003805,b2,21,23,211,derek,UV,2,10x,417,condenser fwd,
13R3556:0003805,b2,21,23,212,derek,UV,2,10x,500,condenser fwd,
13R3556:0003805,b2,21,23,213,derek,UV,4,10x,500,condenser fwd,
13R3556:0003805,b2,21,23,214,derek,UV,4,10x,417,condenser fwd,
13R3556:0003805,b2,21,23,215,derek,UV,4,10x,333,condenser fwd,
13R3556:0003805,b2,21,23,216,derek,UV,4,10x,250,condenser fwd,
13R3556:0003805,b2,21,23,217,derek,UV,4,10x,167,condenser fwd,
13R3556:0003805,b2,21,23,218,derek,UV,4,10x,83,condenser fwd,
13R3556:0003805,b2,21,23,219,derek,UV,2,10x,83,,
13R3556:0003805,b2,21,23,220,derek,UV,2,10x,167,,
13R3556:0003805,b2,21,23,221,derek,UV,2,10x,250,,
13R3556:0003805,b2,21,23,222,derek,UV,2,10x,333,,
13R3556:0003805,b2,21,23,223,derek,UV,2,10x,417,,
13R3556:0003805,b2,21,23,224,derek,UV,2,10x,500,,
13R3556:0003805,b2,21,23,225,derek,UV,4,10x,500,,
13R3556:0003805,b2,21,23,226,derek,UV,4,10x,417,,
13R3556:0003805,b2,21,23,227,derek,UV,4,10x,333,,
13R3556:0003805,b2,21,23,228,derek,UV,4,10x,250,,
13R3556:0003805,b2,21,23,229,derek,UV,4,10x,167,,
13R3556:0003805,b2,21,23,230,derek,UV,4,10x,83,,
13R3556:0003805,b2,21,23,231,derek,bright,2,10x,2,condenser fwd,
13R3556:0003805,b2,21,23,232,derek,UV,2,10x,83,condenser fwd,
13R3556:0003805,b2,21,23,233,derek,UV,2,10x,167,condenser fwd,
13R3556:0003805,b2,21,23,234,derek,UV,2,10x,250,condenser fwd,
13R3556:0003805,b2,21,23,235,derek,UV,2,10x,333,condenser fwd,
13R3556:0003805,b2,21,23,236,derek,UV,2,10x,417,condenser fwd,
13R3556:0003805,b2,21,23,237,derek,UV,2,10x,500,condenser fwd,
13R3556:0003805,b2,21,23,238,derek,UV,4,10x,500,condenser fwd,
13R3556:0003805,b2,21,23,239,derek,UV,4,10x,417,condenser fwd,
13R3556:0003805,b2,21,23,240,derek,UV,4,10x,333,condenser fwd,
13R3556:0003805,b2,21,23,241,derek,UV,4,10x,250,condenser fwd,
13R3556:0003805,b2,21,23,242,derek,UV,4,10x,167,condenser fwd,
13R3556:0003805,b2,21,23,243,derek,UV,4,10x,83,condenser fwd,
13R3556:0003805,b2,21,23,244,derek,bright,2,10x,2,condenser fwd,
13R3556:0003805,b2,21,23,245,derek,UV,2,10x,83,,
13R3556:0003805,b2,21,23,246,derek,UV,2,10x,167,,
13R3556:0003805,b2,21,23,247,derek,UV,2,10x,250,,
13R3556:0003805,b2,21,23,248,derek,UV,2,10x,333,,
13R3556:0003805,b2,21,23,249,derek,UV,2,10x,417,,
13R3556:0003805,b2,21,23,250,derek,UV,2,10x,500,,
13R3556:0003805,b2,21,23,251,derek,UV,4,10x,500,,
13R3556:0003805,b2,21,23,252,derek,UV,4,10x,417,,
13R3556:0003805,b2,21,23,253,derek,UV,4,10x,333,,
13R3556:0003805,b2,21,23,254,derek,UV,4,10x,250,,
13R3556:0003805,b2,21,23,255,derek,UV,4,10x,167,,
13R3556:0003805,b2,21,23,256,derek,UV,4,10x,83,,plantID,leaf no,sec_start (cm),sec_stop (cm),image no,observer,source,filter,power,exposure (ms),,
13R4077:0004504,b2,9.5,10.8,258,derek,bright,2,10x,2,,
13R4077:0004504,b2,9.5,10.8,259,derek,UV,2,10x,83,,
13R4077:0004504,b2,9.5,10.8,260,derek,UV,2,10x,167,,
13R4077:0004504,b2,9.5,10.8,261,derek,UV,2,10x,250,,
13R4077:0004504,b2,9.5,10.8,262,derek,UV,2,10x,333,,
13R4077:0004504,b2,9.5,10.8,263,derek,UV,2,10x,83,,
13R4077:0004504,b2,9.5,10.8,264,derek,UV,2,10x,167,,
13R4077:0004504,b2,9.5,10.8,265,derek,UV,2,10x,250,,
13R4077:0004504,b2,9.5,10.8,266,derek,UV,2,10x,333,,
13R4077:0004504,b2,9.5,10.8,267,derek,UV,4,10x,333,,
13R4077:0004504,b2,9.5,10.8,268,derek,UV,4,10x,250,,
13R4077:0004504,b2,9.5,10.8,269,derek,UV,4,10x,167,,
13R4077:0004504,b2,9.5,10.8,270,derek,UV,4,10x,83,,
13R4077:0004504,b2,9.5,10.8,271,derek,bright,2,10x,2,,
13R4077:0004504,b2,9.5,10.8,272,derek,UV,2,10x,83,,
13R4077:0004504,b2,9.5,10.8,273,derek,UV,2,10x,167,,
13R4077:0004504,b2,9.5,10.8,274,derek,UV,2,10x,250,,
13R4077:0004504,b2,9.5,10.8,275,derek,UV,2,10x,333,,
13R4077:0004504,b2,9.5,10.8,276,derek,UV,4,10x,333,,
13R4077:0004504,b2,9.5,10.8,277,derek,UV,4,10x,250,,
13R4077:0004504,b2,9.5,10.8,278,derek,UV,4,10x,167,,
13R4077:0004504,b2,9.5,10.8,279,derek,UV,4,10x,83,,
13R4077:0004504,b2,9.5,10.8,280,derek,bright,2,10x,2,,
13R4077:0004504,b2,9.5,10.8,281,derek,UV,2,10x,83,,
13R4077:0004504,b2,9.5,10.8,282,derek,UV,2,10x,167,,
13R4077:0004504,b2,9.5,10.8,283,derek,UV,2,10x,250,,
13R4077:0004504,b2,9.5,10.8,285,derek,UV,2,10x,333,,
13R4077:0004504,b2,9.5,10.8,286,derek,UV,4,10x,333,,
13R4077:0004504,b2,9.5,10.8,287,derek,UV,4,10x,250,,
13R4077:0004504,b2,9.5,10.8,288,derek,UV,4,10x,167,,
13R4077:0004504,b2,9.5,10.8,289,derek,UV,4,10x,83,,
13R4077:0004504,b2,9.5,10.8,290,derek,UV,2,10x,83,,
13R4077:0004504,b2,9.5,10.8,291,derek,UV,2,10x,167,,
13R4077:0004504,b2,9.5,10.8,292,derek,UV,2,10x,250,,
13R4077:0004504,b2,9.5,10.8,293,derek,UV,2,10x,333,,
13R4077:0004504,b2,9.5,10.8,294,derek,UV,4,10x,333,,
13R4077:0004504,b2,9.5,10.8,295,derek,UV,4,10x,250,,
13R4077:0004504,b2,9.5,10.8,296,derek,UV,4,10x,167,,
13R4077:0004504,b2,9.5,10.8,297,derek,UV,4,10x,83,,
13R4103:0010309,b0,12.5,13.4,298,derek,bright,2,10x,2,,
13R4103:0010309,b0,12.5,13.4,299,derek,UV,2,10x,83,,
13R4103:0010309,b0,12.5,13.4,300,derek,UV,2,10x,167,,
13R4103:0010309,b0,12.5,13.4,301,derek,UV,2,10x,250,,
13R4103:0010309,b0,12.5,13.4,302,derek,UV,2,10x,333,,
13R4103:0010309,b0,12.5,13.4,303,derek,UV,4,10x,333,,
13R4103:0010309,b0,12.5,13.4,304,derek,UV,4,10x,250,,
13R4103:0010309,b0,12.5,13.4,305,derek,UV,4,10x,167,,
13R4103:0010309,b0,12.5,13.4,306,derek,UV,4,10x,83,,
13R4103:0010309,b0,12.5,13.4,307,derek,bright,2,10x,2,,
13R4103:0010309,b0,12.5,13.4,308,derek,UV,2,10x,83,,
13R4103:0010309,b0,12.5,13.4,309,derek,UV,2,10x,167,,
13R4103:0010309,b0,12.5,13.4,310,derek,UV,2,10x,250,,
13R4103:0010309,b0,12.5,13.4,311,derek,UV,2,10x,333,,
13R4103:0010309,b0,12.5,13.4,312,derek,UV,4,10x,333,,
13R4103:0010309,b0,12.5,13.4,313,derek,UV,4,10x,250,,
13R4103:0010309,b0,12.5,13.4,314,derek,UV,4,10x,167,,
13R4103:0010309,b0,12.5,13.4,315,derek,UV,4,10x,83,,
13R4082:0005502,b-3,23.0,23.9,316,derek,bright,2,10x,2,,
13R4082:0005502,b-3,23.0,23.9,317,derek,UV,2,10x,83,,
13R4082:0005502,b-3,23.0,23.9,318,derek,UV,2,10x,167,,
13R4082:0005502,b-3,23.0,23.9,319,derek,UV,2,10x,250,,
13R4082:0005502,b-3,23.0,23.9,320,derek,UV,4,10x,333,,
13R4082:0005502,b-3,23.0,23.9,321,derek,UV,4,10x,333,,
13R4082:0005502,b-3,23.0,23.9,322,derek,UV,4,10x,250,,
13R4082:0005502,b-3,23.0,23.9,323,derek,UV,4,10x,167,,
13R4082:0005502,b-3,23.0,23.9,324,derek,UV,4,10x,83,,
13R4082:0005502,b-3,23.0,23.9,325,derek,bright,2,10x,2,,
13R4082:0005502,b-3,23.0,23.9,326,derek,UV,2,10x,83,,
13R4082:0005502,b-3,23.0,23.9,327,derek,UV,2,10x,167,,
13R4082:0005502,b-3,23.0,23.9,328,derek,UV,2,10x,250,,
13R4082:0005502,b-3,23.0,23.9,329,derek,UV,2,10x,333,,
13R4082:0005502,b-3,23.0,23.9,330,derek,UV,4,10x,333,,
13R4082:0005502,b-3,23.0,23.9,331,derek,UV,4,10x,250,,
13R4082:0005502,b-3,23.0,23.9,332,derek,UV,4,10x,167,,
13R4082:0005502,b-3,23.0,23.9,333,derek,UV,4,10x,83,,
13R4082:0005502,b-3,23.0,23.9,334,derek,bright,2,10x,2,,
13R4082:0005502,b-3,23.0,23.9,335,derek,UV,2,10x,83,,
13R4082:0005502,b-3,23.0,23.9,336,derek,UV,2,10x,167,,
13R4082:0005502,b-3,23.0,23.9,337,derek,UV,2,10x,250,,
13R4082:0005502,b-3,23.0,23.9,338,derek,UV,2,10x,333,,
13R4082:0005502,b-3,23.0,23.9,339,derek,UV,4,10x,333,,
13R4082:0005502,b-3,23.0,23.9,340,derek,UV,4,10x,250,,
13R4082:0005502,b-3,23.0,23.9,341,derek,UV,4,10x,167,,
13R4082:0005502,b-3,23.0,23.9,342,derek,UV,4,10x,83,,
13R3584:0005706,b-3,17.2,18.5,343,derek,bright,2,10x,2,,
13R3584:0005706,b-3,17.2,18.5,344,derek,UV,2,10x,83,,
13R3584:0005706,b-3,17.2,18.5,345,derek,UV,2,10x,167,,
13R3584:0005706,b-3,17.2,18.5,346,derek,UV,2,10x,250,,
13R3584:0005706,b-3,17.2,18.5,347,derek,UV,2,10x,333,,
13R3584:0005706,b-3,17.2,18.5,348,derek,UV,4,10x,333,,
13R3584:0005706,b-3,17.2,18.5,349,derek,UV,4,10x,250,,
13R3584:0005706,b-3,17.2,18.5,350,derek,UV,4,10x,167,,
13R3584:0005706,b-3,17.2,18.5,351,derek,UV,4,10x,83,,
13R3584:0005706,b-3,17.2,18.5,352,derek,bright,2,10x,2,,
13R3584:0005706,b-3,17.2,18.5,353,derek,UV,2,10x,83,,
13R3584:0005706,b-3,17.2,18.5,354,derek,UV,2,10x,167,,
13R3584:0005706,b-3,17.2,18.5,355,derek,UV,2,10x,250,,
13R3584:0005706,b-3,17.2,18.5,356,derek,UV,2,10x,333,,
13R3584:0005706,b-3,17.2,18.5,357,derek,UV,4,10x,333,,
13R3584:0005706,b-3,17.2,18.5,358,derek,UV,4,10x,250,,
13R3584:0005706,b-3,17.2,18.5,359,derek,UV,4,10x,167,,
13R3584:0005706,b-3,17.2,18.5,360,derek,UV,4,10x,83,,
13R3584:0005706,b-3,17.2,18.5,361,derek,bright,2,10x,2,,
13R3584:0005706,b-3,17.2,18.5,362,derek,UV,2,10x,83,,
13R3584:0005706,b-3,17.2,18.5,363,derek,UV,2,10x,167,,
13R3584:0005706,b-3,17.2,18.5,364,derek,UV,2,10x,250,,
13R3584:0005706,b-3,17.2,18.5,365,derek,UV,2,10x,333,,
13R3584:0005706,b-3,17.2,18.5,366,derek,UV,4,10x,333,,
13R3584:0005706,b-3,17.2,18.5,367,derek,UV,4,10x,250,,
13R3584:0005706,b-3,17.2,18.5,368,derek,UV,4,10x,167,,
13R3584:0005706,b-3,17.2,18.5,369,derek,UV,4,10x,83,,
13R3584:0005706,b-3,17.2,18.5,370,derek,bright,2,10x,2,,
13R3584:0005706,b-3,17.2,18.5,371,derek,UV,2,10x,83,,
13R3584:0005706,b-3,17.2,18.5,372,derek,UV,2,10x,167,,
13R3584:0005706,b-3,17.2,18.5,373,derek,UV,2,10x,250,,
13R3584:0005706,b-3,17.2,18.5,374,derek,UV,2,10x,333,,
13R3584:0005706,b-3,17.2,18.5,375,derek,UV,4,10x,333,,
13R3584:0005706,b-3,17.2,18.5,376,derek,UV,4,10x,250,,
13R3584:0005706,b-3,17.2,18.5,377,derek,UV,4,10x,167,,
13R3584:0005706,b-3,17.2,18.5,378,derek,UV,4,10x,83,,
13R3584:0005706,b-3,17.2,18.5,379,derek,bright,2,10x,2,,
13R3584:0005706,b-3,17.2,18.5,380,derek,UV,2,10x,83,,
13R3584:0005706,b-3,17.2,18.5,381,derek,UV,2,10x,167,,
13R3584:0005706,b-3,17.2,18.5,382,derek,UV,2,10x,250,,
13R3584:0005706,b-3,17.2,18.5,383,derek,UV,2,10x,333,,
13R3584:0005706,b-3,17.2,18.5,384,derek,UV,4,10x,333,,
13R3584:0005706,b-3,17.2,18.5,385,derek,UV,4,10x,250,,
13R3584:0005706,b-3,17.2,18.5,386,derek,UV,4,10x,167,,
13R3584:0005706,b-3,17.2,18.5,387,derek,UV,4,10x,83,,
13R3590:0006301,b1,6.8,7.5,388,derek,bright,2,10x,2,,
13R3590:0006301,b1,6.8,7.5,389,derek,UV,2,10x,83,,
13R3590:0006301,b1,6.8,7.5,390,derek,UV,2,10x,167,,
13R3590:0006301,b1,6.8,7.5,391,derek,UV,2,10x,250,,
13R3590:0006301,b1,6.8,7.5,392,derek,UV,2,10x,333,,
13R3590:0006301,b1,6.8,7.5,393,derek,UV,4,10x,333,,
13R3590:0006301,b1,6.8,7.5,394,derek,UV,4,10x,250,,
13R3590:0006301,b1,6.8,7.5,395,derek,UV,4,10x,167,,
13R3590:0006301,b1,6.8,7.5,396,derek,UV,4,10x,83,,
13R3590:0006301,b1,6.8,7.5,397,derek,bright,2,10x,2,,
13R3590:0006301,b1,6.8,7.5,398,derek,UV,2,10x,83,,
13R3590:0006301,b1,6.8,7.5,399,derek,UV,2,10x,167,,
13R3590:0006301,b1,6.8,7.5,400,derek,UV,2,10x,250,,
13R3590:0006301,b1,6.8,7.5,401,derek,UV,2,10x,333,,
13R3590:0006301,b1,6.8,7.5,402,derek,UV,4,10x,333,,
13R3590:0006301,b1,6.8,7.5,403,derek,UV,4,10x,250,,
13R3590:0006301,b1,6.8,7.5,404,derek,UV,4,10x,167,,
13R3590:0006301,b1,6.8,7.5,405,derek,UV,4,10x,83,,
13R3590:0006301,b1,6.8,7.5,406,derek,bright,2,10x,2,,
13R3590:0006301,b1,6.8,7.5,407,derek,UV,2,10x,83,,
13R3590:0006301,b1,6.8,7.5,408,derek,UV,2,10x,167,,
13R3590:0006301,b1,6.8,7.5,409,derek,UV,2,10x,167,,
13R3590:0006301,b1,6.8,7.5,410,derek,UV,2,10x,250,,
13R3590:0006301,b1,6.8,7.5,411,derek,UV,2,10x,333,,
13R3590:0006301,b1,6.8,7.5,412,derek,UV,4,10x,333,,
13R3590:0006301,b1,6.8,7.5,413,derek,UV,4,10x,333,,
13R3590:0006301,b1,6.8,7.5,414,derek,UV,4,10x,250,,
13R3590:0006301,b1,6.8,7.5,415,derek,UV,4,10x,167,,
13R3590:0006301,b1,6.8,7.5,416,derek,UV,4,10x,83,,
13R3590:0006301,b1,6.8,7.5,417,derek,bright,2,10x,2,,
13R3590:0006301,b1,6.8,7.5,418,derek,UV,2,10x,83,,
13R3590:0006301,b1,6.8,7.5,419,derek,UV,2,10x,167,,
13R3590:0006301,b1,6.8,7.5,420,derek,UV,2,10x,250,,
13R3590:0006301,b1,6.8,7.5,421,derek,UV,2,10x,333,,
13R3590:0006301,b1,6.8,7.5,422,derek,UV,4,10x,333,,
13R3590:0006301,b1,6.8,7.5,423,derek,UV,4,10x,250,,
13R3590:0006301,b1,6.8,7.5,424,derek,UV,4,10x,167,,
13R3590:0006301,b1,6.8,7.5,425,derek,UV,4,10x,83,,
13R4098:0009001,b8,27.1,28.1,426,derek,bright,2,10x,2,,
13R4098:0009001,b8,27.1,28.1,427,derek,UV,2,10x,83,,
13R4098:0009001,b8,27.1,28.1,428,derek,UV,2,10x,167,,
13R4098:0009001,b8,27.1,28.1,429,derek,UV,2,10x,250,,
13R4098:0009001,b8,27.1,28.1,430,derek,UV,2,10x,333,,
13R4098:0009001,b8,27.1,28.1,431,derek,UV,4,10x,333,,
13R4098:0009001,b8,27.1,28.1,432,derek,UV,4,10x,250,,
13R4098:0009001,b8,27.1,28.1,433,derek,UV,4,10x,167,,
13R4098:0009001,b8,27.1,28.1,434,derek,UV,4,10x,83,,
13R4098:0009001,b8,27.1,28.1,435,derek,bright,2,10x,2,,
13R4098:0009001,b8,27.1,28.1,436,derek,UV,2,10x,83,,
13R4098:0009001,b8,27.1,28.1,437,derek,UV,2,10x,167,,
13R4098:0009001,b8,27.1,28.1,438,derek,UV,2,10x,250,,
13R4098:0009001,b8,27.1,28.1,439,derek,UV,2,10x,333,,
13R4098:0009001,b8,27.1,28.1,440,derek,UV,4,10x,333,,
13R4098:0009001,b8,27.1,28.1,441,derek,UV,4,10x,250,,
13R4098:0009001,b8,27.1,28.1,442,derek,UV,4,10x,167,,
13R4098:0009001,b8,27.1,28.1,443,derek,UV,4,10x,83,,
13R4098:0009001,b8,27.1,28.1,444,derek,bright,2,10x,2,,
13R4098:0009001,b8,27.1,28.1,445,derek,UV,2,10x,83,,
13R4098:0009001,b8,27.1,28.1,446,derek,UV,2,10x,167,,
13R4098:0009001,b8,27.1,28.1,447,derek,UV,2,10x,250,,
13R4098:0009001,b8,27.1,28.1,448,derek,UV,2,10x,333,,
13R4098:0009001,b8,27.1,28.1,449,derek,UV,4,10x,333,,
13R4098:0009001,b8,27.1,28.1,450,derek,UV,4,10x,250,,
13R4098:0009001,b8,27.1,28.1,451,derek,UV,4,10x,167,,
13R4098:0009001,b8,27.1,28.1,452,derek,UV,4,10x,83,,
13R3986:0024105,b0,16.5,17.5,453,derek,bright,2,10x,2,,
13R3986:0024105,b0,16.5,17.5,454,derek,UV,2,10x,83,,
13R3986:0024105,b0,16.5,17.5,455,derek,UV,2,10x,167,,
13R3986:0024105,b0,16.5,17.5,456,derek,UV,2,10x,250,,
13R3986:0024105,b0,16.5,17.5,457,derek,UV,2,10x,333,,
13R3986:0024105,b0,16.5,17.5,458,derek,UV,4,10x,333,,
13R3986:0024105,b0,16.5,17.5,459,derek,UV,4,10x,250,,
13R3986:0024105,b0,16.5,17.5,460,derek,UV,4,10x,167,,
13R3986:0024105,b0,16.5,17.5,461,derek,UV,4,10x,83,,
13R3986:0024105,b0,16.5,17.5,462,derek,bright,2,10x,2,,
13R3986:0024105,b0,16.5,17.5,463,derek,UV,2,10x,83,,
13R3986:0024105,b0,16.5,17.5,464,derek,UV,2,10x,167,,
13R3986:0024105,b0,16.5,17.5,465,derek,UV,2,10x,250,,
13R3986:0024105,b0,16.5,17.5,466,derek,UV,2,10x,333,,
13R3986:0024105,b0,16.5,17.5,467,derek,UV,4,10x,333,,
13R3986:0024105,b0,16.5,17.5,468,derek,UV,4,10x,250,,
13R3986:0024105,b0,16.5,17.5,469,derek,UV,4,10x,167,,
13R3986:0024105,b0,16.5,17.5,470,derek,UV,4,10x,83,,
